Infinitive: hnit
შუა-ხმა: dyos
meitnerium: hm6m
ფოსტალიონი: hvak
noncommittal: kxit
საფონდო-ბაზარზე: xrak
იდენტიფიცირებადი: hxap
მიზანი-გამოიწვევს: krof
ერთი-მეორე: hxen
lative-შემთხვევაში: dvak
რაციონი: hr6c
არასამთავრობო-ადამიანის: hg6n
ცხოვრების-რამ: hvic
ძალიან-პატარა: hxut
კინო---თეატრი: hvin
hassium: xyim
attenuative: ty6t
multal-ნომერი: ml6m
milky-გზა: txam
neptunium: nwem
მწერალი-მოჩვენება: txik
trans-ციფრების: ts6s
სულელი-გარშემო: hqun
americium: myem
დილით-დიდება: txan
მეხანძრე: xran
berkelium: blem
galaxy-გენდერული: kxan
nobelium: blum
ნახვამდის: hvac
ბუდიზმი: hfum
fermium: frem
ცისფერი: xyan
სოიოს: syof
დისტრიბუტორი: qrit
strikebreaker: txak
პროცესორი: ples
abessive-შემთხვევაში: bvak
adessive-შემთხვევაში: dvik
to-შემთხვევაში: kxak
agentive-შემთხვევაში: dvek
rutherfordium: hr6m
ანტისხეულების: txip
როგორც-ბევრი-როგორც: hjos
აგენტი-გამოიწვევს: hg6t
მსახიობი-როლი: xram
ethidium: txim
საერთო-გენდერული: hk6n
accompanier: kl6n
safflower: kxam
francium: fyam
ერბიუმი: ry6m
პასიური-ხმა: xyis
astatine: hqit
საღეჭი-რეზინის: hqam
ვარსკვლავი-გენდერული: hqin
ციტირების-ფორმა: ht6m
Curium: jrim
კომიკური-ზოლები: kxis
ფერი-ბრმა: hqon
euler's-ნომერი: hl6m
გამოიყურება-at: kxas
crosswalk: pwok
ბრძოლის-ველზე: txat
motorist: vrit
მოკლე-ჩართვა: txok
სიტყვიერი-არსებითი-სახელი: hvis
ტირილი-გარეთ: hk6t
სტატისტიკურად: xyit
იოგურტი: txot
ქსენონები: hs6n
Hypnotize: hxif
მიიღოს-off: hxaf
პუნქტი-კუდი: hxok
პირდაპირი-ობიექტი: dwot
სასურსათო-მაღაზია: kxun
შედგება-საქართველოს: hm6t
ერგატიული-შემთხვევაში: gvik
ამ-ენაზე: txic
პირველი-მხრივ: pxam
ლოკატიური-შემთხვევაში: hqok
საცურაო-აუზი: slup
ზმნისართულ-შემთხვევაში: vlak
დასათვალიერებლად: hqas
ტელევიზია-კომპლექტი: ht6s
საბოლოო-ნაწილაკების: xlik
evitative-შემთხვევაში: hvek
რეაბილიტაცია: xlat
რეგრესია: xris
ბლოკი-საქართველოს-ბინა: kxot
ვიღვიძებ-up: hxup
პოლიციის-ოფიცერი: ps6s
ფიცს--in: vran
ინტერვიუერი: qrat
rhenium: ryem
აეროზოლური: xres
კუთვნილებითი-შემთხვევაში: kxik
ნომინალიზაცია: mlec
გააჩნდა-შემთხვევაში: dzak
overcharge: pxak
დამხმარე-verb: xyik
პირველადი-ობიექტი: mlut
კომპიუტერული-ვირუსი: prus
ბიზნეს-პირი: hqis
ადამიანი: hqen
antessive-შემთხვევაში: ts6k
პრემიერ-მინისტრი: pxis
lutetium: lyum
ევროპიუმ: rwum
emote: xrot
ხალხური-მუსიკა: zyik
პოეტი: vwit
ფოსტა: pxot
სავარაუდოდ,: hvas
animate-გენდერული: hven
subessive-შემთხვევაში: bvik
გაზის-პედალი: glep
პოლარობის: pr6t
მანქანა-გენდერული: vlin
მინერალური-გენდერული: xrin
ზმნა--სუფიქსი: hvif
ვნებიანი: pc6n
samarium: sr6m
ხელშემწყობი: hs6t
წარმოსახვითი-ერთეული: xyin
სიჩქარე--of--light: kxac
საჰაერო-ძალა: hxes
თანამგრძნობი-სიხარული: pfec
კრიტიკული-წერტილი: qyit
სრული-დრო: hxem
hafnium: xyam
ინჰიბირება: hn6s
ცვლილება-საქართველოს-ღონისძიება: qrin
holmium: xlim
განსხვავებული-ღონისძიება: hf6t
სამყარო-გენდერული: hvip
რაიონი-გენდერული: kxen
ვირტუალური-მანქანა: hvim
კვლევა-გენდერული: txen
მხატვრული-გენდერული: ts6n
crastinal-დაძაბული: sl6t
აბსტრაქტული-გენდერული: srep
exocentric-შემთხვევაში: zrek
გარდამავალი-verb: txif
morpheme: tfom
შოვინისტური: dvis
ბოლო-სრულყოფილი: xrat
პროფესიული: hy6n
არაპირდაპირი-გამოსვლა: tyoc
მეორე-ენა: draf
to-იყოს: txis
სასაფლაოს-ცვლა: vrak
კოლექტიური-არსებითი-სახელი: hxos
absolutive-შემთხვევაში: bvuk
პაციენტი-გამოიწვევს: tr6t
თვითმმართველობის-ნდობის: hs6s
განავლის: hzos
რეფლექსურ-ხმა: hf6s
უპიროვნო-verb: hxek
seaborgium: br6m
თეთრი-სივრცე: hxep
მოდალური-შემთხვევაში: dlok
inanimate-გენდერული: hj6n
გამომწვევი: qran
propositive-განწყობა: psom
ელექტრო-მიმდინარე: tr6n
ასოციაციური-შემთხვევაში: nwok
უბადლო-შემთხვევაში: tluk
ძალიან-ბევრი: xyut
პლანეტარული-გენდერული: pxen
ანიმაციური-cartoon: nwuk
საპასუხო-ხმა: vrik
კანონმდებლობა: hqaf
at-მინიმუმ: vlas
გრამატიკული-შემთხვევაში: qrak
შესახებ: pxut
ძირითადი-benefactive: kfef
მეკარე: hgop
:-Except-for: kcef
მნიშვნელი: dvan
სხვა-თუ: lyek
sideways: hx6s
ერთმანეთი: dles
ზედიზედ-პუნქტი: lyuk
გაცვეთა: hxun
shorts: ht6k
dysprosium: prom
მალე-მომავალი-დაძაბული: rwec
si-ერთეული: vyin
კრიპტონი: kxon
mendelevium: dlem
applicative-ხმა: hp6s
antipassive-ხმა: tsef
continuative-ასპექტი: ht6p
რადიაციული-ავადმყოფობის: hr6k
necessitative-განწყობა: hn6t
მარტოხელა-აქცია-verb: hqek
railcar: xlak
უბადლო-ხარისხი: tlup
ეგზისტენციალური-პუნქტი: hs6k
californium: kf6n
იმყოფება-მიმღეობის: vrat
luminous-ინტენსივობის: hc6t
singulative-ნომერი: slus
გრამატიკული--object: hy6t
პასიური-მიმღეობის: vris
გადაჭარბებული-ხანგრძლივობა: kxic
supercritical-სითხის: sr6t
თანხა-საქართველოს-ნივთიერება: ks6t
postpositional-შემთხვევაში: pxok
არჩევითი-კვანტიფიკატორი: lwif
გადოლინიუმი: dl6n
epenthetic-morpheme: hp6m
negatory-კვანტიფიკატორი: nwif
einsteinium: ny6n
ხელოვნური-ენა: txac
შემაერთებელი-ნაწილაკების: qrik
დისტანციური-მომავალი-დაძაბული: twec
frequentative-ასპექტი: hfep
გამანაწილებელ-ნაცვალსახელი: bvin
გამოსულიყო-შეთანხმება: hk6m
მელოტი: blos
გარეუბანში: syum
უნივერსალური-კვანტიფიკატორი: vlit
კომპიუტერული-პროგრამირების: mr6m
ტელევიზია-პროგრამა: tr6m
მცურავი-პუნქტიანი-ნომერი: hvun
ეგზისტენციალური-კვანტიფიკატორი: tl6t
დღეს-მას-შემდეგ, რაც ხვალ: dwek
ალტერნატიული-კვანტიფიკატორი: lw6t
ცუდი-ხასიათზე: hdup
ბოლო-პასიური-მიმღეობის: hp6t
დღეს-ადრე-გუშინ: txet
ლოკატიური-მიმართულების-შემთხვევაში: tc6k
ჰიპოთეტური-პირობითი: ht6c
